EventType,Rate
"D",13876,24.599999999999998
"D",13877,25.799999999999997
"D",13878,23.4
"D",13879,22.799999999999997
"D",13880,22.200000000000003
"D",13881,22.200000000000003
"D",13882,20.4
"D",13883,20.4
"D",13884,22.799999999999997
"D",13885,21.6
"D",13886,23.4
"D",13887,22.200000000000003
"D",13888,23.4
"D",13889,24.599999999999998
"D",13890,27.599999999999998
"D",13891,28.200000000000003
"D",13892,27.599999999999998
"D",13893,26.400000000000002
"D",13894,25.799999999999997
"D",13895,28.200000000000003
"D",13896,27.0
"D",13897,27.599999999999998
"D",13898,27.599999999999998
"D",13899,27.0
"D",13900,27.0
"D",13901,25.799999999999997
"D",13902,25.799999999999997
"D",13903,26.400000000000002
"D",13904,25.799999999999997
"D",13905,22.200000000000003
"D",13906,18.6
"D",13907,0.0
"SEQ(F, D, E)",13607,0.0
"SEQ(F, D, E)",13608,0.0
"SEQ(F, D, E)",13609,0.0
"SEQ(F, D, E)",13610,0.0
"SEQ(F, D, E)",13611,0.0
"SEQ(F, D, E)",13612,0.0
"SEQ(F, D, E)",13613,0.0
"SEQ(F, D, E)",13614,0.0
"SEQ(F, D, E)",13615,0.0
"SEQ(F, D, E)",13616,0.0
"SEQ(F, D, E)",13617,0.0
"SEQ(F, D, E)",13618,0.0
"SEQ(F, D, E)",13619,0.0
"SEQ(F, D, E)",13620,0.0
"SEQ(F, D, E)",13621,0.0
"SEQ(F, D, E)",13622,0.0
"SEQ(F, D, E)",13623,0.0
"SEQ(F, D, E)",13624,0.0
"SEQ(F, D, E)",13625,0.0
"SEQ(F, D, E)",13626,0.0
"SEQ(F, D, E)",13627,0.0
"SEQ(F, D, E)",13628,0.0
"SEQ(F, D, E)",13629,0.0
"SEQ(F, D, E)",13630,0.0
"SEQ(F, D, E)",13631,0.0
"SEQ(F, D, E)",13632,0.0
"SEQ(F, D, E)",13633,0.0
"SEQ(F, D, E)",13634,0.0
"SEQ(F, D, E)",13635,0.0
"SEQ(F, D, E)",13636,0.0
"SEQ(F, D, E)",13637,0.0
"SEQ(F, D, E)",13638,0.0
"SEQ(F, D, E)",13639,0.0
"SEQ(F, D, E)",13640,0.0
"SEQ(F, D, E)",13641,0.0
"SEQ(F, D, E)",13642,0.0
"SEQ(F, D, E)",13643,0.0
"SEQ(F, D, E)",13644,0.0
"SEQ(F, D, E)",13645,0.0
"SEQ(F, D, E)",13646,0.0
"SEQ(F, D, E)",13647,0.0
"SEQ(F, D, E)",13648,0.0
"SEQ(F, D, E)",13649,0.0
"SEQ(F, D, E)",13650,0.0
"SEQ(F, D, E)",13651,0.0
"SEQ(F, D, E)",13652,0.0
"SEQ(F, D, E)",13653,0.0
"SEQ(F, D, E)",13654,0.0
"SEQ(F, D, E)",13655,0.0
"SEQ(F, D, E)",13656,0.0
"SEQ(F, D, E)",13657,0.0
"SEQ(F, D, E)",13658,0.0
"SEQ(F, D, E)",13659,0.0
"SEQ(F, D, E)",13660,0.0
"SEQ(F, D, E)",13661,0.0
"SEQ(F, D, E)",13662,0.0
"SEQ(F, D, E)",13663,0.0
"SEQ(F, D, E)",13664,0.0
"SEQ(F, D, E)",13665,0.0
"SEQ(F, D, E)",13666,0.0
"SEQ(F, D, E)",13667,0.0
"SEQ(F, D, E)",13668,0.0
"SEQ(F, D, E)",13669,0.0
"SEQ(F, D, E)",13670,0.0
"SEQ(F, D, E)",13671,0.0
"SEQ(F, D, E)",13672,0.0
"SEQ(F, D, E)",13673,0.0
"SEQ(F, D, E)",13674,0.0
"SEQ(F, D, E)",13675,0.0
"SEQ(F, D, E)",13676,0.0
"SEQ(F, D, E)",13677,0.0
"SEQ(F, D, E)",13678,0.0
"SEQ(F, D, E)",13679,0.0
"SEQ(F, D, E)",13680,0.0
"SEQ(F, D, E)",13681,0.0
"SEQ(F, D, E)",13682,0.0
"SEQ(F, D, E)",13683,0.0
"SEQ(F, D, E)",13684,0.0
"SEQ(F, D, E)",13685,0.0
"SEQ(F, D, E)",13686,0.0
"SEQ(F, D, E)",13687,0.0
"SEQ(F, D, E)",13688,0.0
"SEQ(F, D, E)",13689,0.0
"SEQ(F, D, E)",13690,0.0
"SEQ(F, D, E)",13691,0.0
"SEQ(F, D, E)",13692,0.0
"SEQ(F, D, E)",13693,0.0
"SEQ(F, D, E)",13694,0.0
"SEQ(F, D, E)",13695,0.0
"SEQ(F, D, E)",13696,0.0
"SEQ(F, D, E)",13697,0.0
"SEQ(F, D, E)",13698,0.0
"SEQ(F, D, E)",13699,0.0
"SEQ(F, D, E)",13701,0.0
"SEQ(F, D, E)",13702,0.0
"SEQ(F, D, E)",13703,0.0
"SEQ(F, D, E)",13704,0.0
"SEQ(F, D, E)",13705,0.0
"SEQ(F, D, E)",13706,0.0
"SEQ(F, D, E)",13707,0.0
"SEQ(F, D, E)",13708,0.0
"SEQ(F, D, E)",13709,0.0
"SEQ(F, D, E)",13710,0.0
"SEQ(F, D, E)",13711,0.0
"SEQ(F, D, E)",13712,0.0
"SEQ(F, D, E)",13713,0.0
"SEQ(F, D, E)",13714,0.0
"SEQ(F, D, E)",13715,0.0
"SEQ(F, D, E)",13716,0.0
"SEQ(F, D, E)",13717,0.0
"SEQ(F, D, E)",13718,0.0
"SEQ(F, D, E)",13719,0.0
"SEQ(F, D, E)",13720,0.0
"SEQ(F, D, E)",13721,0.0
"SEQ(F, D, E)",13722,0.0
"SEQ(F, D, E)",13723,0.0
"SEQ(F, D, E)",13724,0.0
"SEQ(F, D, E)",13725,0.6000000000000001
"SEQ(F, D, E)",13726,1.7999999999999998
"SEQ(F, D, E)",13727,2.4000000000000004
"SEQ(F, D, E)",13728,4.199999999999999
"SEQ(F, D, E)",13729,6.6000000000000005
"SEQ(F, D, E)",13730,7.199999999999999
"SEQ(F, D, E)",13731,8.7
"SEQ(F, D, E)",13732,9.600000000000001
"SEQ(F, D, E)",13733,11.100000000000001
"SEQ(F, D, E)",13734,11.399999999999999
"SEQ(F, D, E)",13735,10.8
"SEQ(F, D, E)",13736,11.100000000000001
"SEQ(F, D, E)",13737,10.8
"SEQ(F, D, E)",13738,10.2
"SEQ(F, D, E)",13739,8.399999999999999
"SEQ(F, D, E)",13740,8.100000000000001
"SEQ(F, D, E)",13741,7.800000000000001
"SEQ(F, D, E)",13742,7.199999999999999
"SEQ(F, D, E)",13743,5.699999999999999
"SEQ(F, D, E)",13744,4.800000000000001
"SEQ(F, D, E)",13745,4.5
"SEQ(F, D, E)",13746,4.800000000000001
"SEQ(F, D, E)",13747,4.800000000000001
"SEQ(F, D, E)",13748,4.199999999999999
"SEQ(F, D, E)",13749,3.3000000000000003
"SEQ(F, D, E)",13750,3.0
"SEQ(F, D, E)",13751,3.9000000000000004
"SEQ(F, D, E)",13752,5.4
"SEQ(F, D, E)",13753,8.100000000000001
"SEQ(F, D, E)",13754,11.399999999999999
"SEQ(F, D, E)",13755,11.7
"SEQ(F, D, E)",13756,13.799999999999999
"SEQ(F, D, E)",13757,15.299999999999999
"SEQ(F, D, E)",13758,16.799999999999997
"SEQ(F, D, E)",13759,18.299999999999997
"SEQ(F, D, E)",13760,18.9
"SEQ(F, D, E)",13761,18.6
"SEQ(F, D, E)",13762,18.299999999999997
"SEQ(F, D, E)",13763,15.899999999999999
"SEQ(F, D, E)",13764,14.399999999999999
"SEQ(F, D, E)",13765,14.700000000000001
"SEQ(F, D, E)",13766,13.5
"SEQ(F, D, E)",13767,12.600000000000001
"SEQ(F, D, E)",13768,11.399999999999999
"SEQ(F, D, E)",13769,10.5
"SEQ(F, D, E)",13770,10.2
"SEQ(F, D, E)",13771,9.600000000000001
"SEQ(F, D, E)",13772,9.0
"SEQ(F, D, E)",13773,9.3
"SEQ(F, D, E)",13774,9.0
"SEQ(F, D, E)",13775,9.0
"SEQ(F, D, E)",13776,7.199999999999999
"SEQ(F, D, E)",13777,7.199999999999999
"SEQ(F, D, E)",13778,7.5
"SEQ(F, D, E)",13779,7.199999999999999
"SEQ(F, D, E)",13780,6.300000000000001
"SEQ(F, D, E)",13781,6.0
"SEQ(F, D, E)",13782,5.699999999999999
"SEQ(F, D, E)",13783,5.1
"SEQ(F, D, E)",13784,4.5
"SEQ(F, D, E)",13785,3.5999999999999996
"SEQ(F, D, E)",13786,3.9000000000000004
"SEQ(F, D, E)",13787,4.199999999999999
"SEQ(F, D, E)",13788,3.3000000000000003
"SEQ(F, D, E)",13789,3.0
"SEQ(F, D, E)",13790,2.4000000000000004
"SEQ(F, D, E)",13791,2.0999999999999996
"SEQ(F, D, E)",13792,2.0999999999999996
"SEQ(F, D, E)",13793,1.7999999999999998
"SEQ(F, D, E)",13794,1.7999999999999998
"SEQ(F, D, E)",13795,1.5
"SEQ(F, D, E)",13796,0.8999999999999999
"SEQ(F, D, E)",13797,0.30000000000000004
"SEQ(F, D, E)",13798,0.30000000000000004
"SEQ(F, D, E)",13799,0.30000000000000004
"SEQ(F, D, E)",13800,0.30000000000000004
"SEQ(F, D, E)",13801,0.0
"SEQ(F, D, E)",13802,0.0
"SEQ(F, D, E)",13803,0.0
"SEQ(F, D, E)",13804,0.0
"SEQ(F, D, E)",13805,0.0
"SEQ(F, D, E)",13806,0.0
"SEQ(F, D, E)",13807,0.0
"SEQ(F, D, E)",13808,0.0
"SEQ(F, D, E)",13809,0.0
"SEQ(F, D, E)",13810,0.0
"SEQ(F, D, E)",13811,0.0
"SEQ(F, D, E)",13812,0.0
"SEQ(F, D, E)",13813,0.0
"SEQ(F, D, E)",13814,0.0
"SEQ(F, D, E)",13815,0.0
"SEQ(F, D, E)",13816,0.0
"SEQ(F, D, E)",13817,0.0
"SEQ(F, D, E)",13818,0.0
"SEQ(F, D, E)",13819,0.0
"SEQ(F, D, E)",13820,0.0
"SEQ(F, D, E)",13821,0.0
"SEQ(F, D, E)",13822,0.0
"SEQ(F, D, E)",13823,0.0
"SEQ(F, D, E)",13824,0.0
"SEQ(F, D, E)",13825,0.0
"SEQ(F, D, E)",13826,0.0
"SEQ(F, D, E)",13827,0.0
"SEQ(F, D, E)",13828,0.0
"SEQ(F, D, E)",13829,0.0
"SEQ(F, D, E)",13830,0.0
"SEQ(F, D, E)",13831,0.0
"SEQ(F, D, E)",13833,0.0
"SEQ(F, D, E)",13834,0.0
"SEQ(F, D, E)",13835,0.0
"SEQ(F, D, E)",13836,0.0
"SEQ(F, D, E)",13837,0.0
"SEQ(F, D, E)",13838,0.0
"SEQ(F, D, E)",13839,0.0
"SEQ(F, D, E)",13840,0.0
"SEQ(F, D, E)",13841,0.0
"SEQ(F, D, E)",13842,0.0
"SEQ(F, D, E)",13843,0.0
"SEQ(F, D, E)",13844,0.0
"SEQ(F, D, E)",13845,0.0
"SEQ(F, D, E)",13846,0.0
"SEQ(F, D, E)",13847,0.0
"SEQ(F, D, E)",13848,0.0
"SEQ(F, D, E)",13849,0.0
"SEQ(F, D, E)",13850,0.0
"SEQ(F, D, E)",13851,0.0
"SEQ(F, D, E)",13852,0.0
"SEQ(F, D, E)",13853,0.0
"SEQ(F, D, E)",13854,0.0
"SEQ(F, D, E)",13855,0.0
"SEQ(F, D, E)",13856,0.0
"SEQ(F, D, E)",13857,0.0
"SEQ(F, D, E)",13858,0.0
"SEQ(F, D, E)",13859,0.0
"SEQ(F, D, E)",13860,0.0
"SEQ(F, D, E)",13861,0.0
"SEQ(F, D, E)",13862,0.0
"SEQ(F, D, E)",13863,0.0
"SEQ(F, D, E)",13864,0.0
"SEQ(F, D, E)",13865,0.0
"SEQ(F, D, E)",13866,0.0
"SEQ(F, D, E)",13867,0.0
"SEQ(F, D, E)",13868,0.0
"SEQ(F, D, E)",13869,0.0
"SEQ(F, D, E)",13870,0.0
"SEQ(F, D, E)",13871,0.0
"SEQ(F, D, E)",13872,0.0
"SEQ(F, D, E)",13873,0.0
"SEQ(F, D, E)",13874,0.0
"SEQ(F, D, E)",13875,0.0
"SEQ(F, D, E)",13876,0.0
"SEQ(F, D, E)",13877,0.0
"SEQ(F, D, E)",13878,0.0
"SEQ(F, D, E)",13879,0.0
"SEQ(F, D, E)",13880,0.0
"SEQ(F, D, E)",13881,0.0
"SEQ(F, D, E)",13882,0.0
"SEQ(F, D, E)",13883,0.0
"SEQ(F, D, E)",13884,0.0
"SEQ(F, D, E)",13885,0.0
"SEQ(F, D, E)",13886,0.0
"SEQ(F, D, E)",13887,0.0
"SEQ(F, D, E)",13888,0.0
"SEQ(F, D, E)",13889,0.0
"SEQ(F, D, E)",13890,0.0
"SEQ(F, D, E)",13891,0.0
"SEQ(F, D, E)",13892,0.0
"SEQ(F, D, E)",13893,0.0
"SEQ(F, D, E)",13894,0.0
"SEQ(F, D, E)",13895,0.0
"SEQ(F, D, E)",13896,0.0
"SEQ(F, D, E)",13897,0.0
"SEQ(F, D, E)",13898,0.0
"SEQ(F, D, E)",13899,0.0
"SEQ(F, D, E)",13900,0.0
"SEQ(F, D, E)",13901,0.0
"SEQ(F, D, E)",13902,0.0
"SEQ(F, D, E)",13903,0.0
"SEQ(F, D, E)",13904,0.30000000000000004
"SEQ(F, D, E)",13905,1.2000000000000002
"SEQ(F, D, E)",13906,1.2000000000000002
"SEQ(F, D, E)",13907,0.0
"SEQ(F, E)",13607,0.0
"SEQ(F, E)",13608,0.0
"SEQ(F, E)",13609,0.0
"SEQ(F, E)",13610,0.0
"SEQ(F, E)",13611,0.0
"SEQ(F, E)",13612,0.0
"SEQ(F, E)",13613,0.0
"SEQ(F, E)",13614,0.0
"SEQ(F, E)",13615,0.0
"SEQ(F, E)",13616,0.0
"SEQ(F, E)",13617,0.0
"SEQ(F, E)",13618,0.0
"SEQ(F, E)",13619,0.0
"SEQ(F, E)",13620,0.0
"SEQ(F, E)",13621,0.0
"SEQ(F, E)",13622,0.0
"SEQ(F, E)",13623,0.0
"SEQ(F, E)",13624,0.0
"SEQ(F, E)",13625,0.0
"SEQ(F, E)",13626,0.0
"SEQ(F, E)",13627,0.0
"SEQ(F, E)",13628,0.0
"SEQ(F, E)",13629,0.0
"SEQ(F, E)",13630,0.0
"SEQ(F, E)",13631,0.0
"SEQ(F, E)",13632,0.0
"SEQ(F, E)",13633,0.0
"SEQ(F, E)",13634,0.0
"SEQ(F, E)",13635,0.0
"SEQ(F, E)",13636,0.0
"SEQ(F, E)",13637,0.0
"SEQ(F, E)",13638,0.0
"SEQ(F, E)",13639,0.0
"SEQ(F, E)",13640,0.0
"SEQ(F, E)",13641,0.0
"SEQ(F, E)",13642,0.0
"SEQ(F, E)",13643,0.0
"SEQ(F, E)",13644,0.0
"SEQ(F, E)",13645,0.0
"SEQ(F, E)",13646,0.0
"SEQ(F, E)",13647,0.0
"SEQ(F, E)",13648,0.0
"SEQ(F, E)",13649,0.0
"SEQ(F, E)",13650,0.0
"SEQ(F, E)",13651,0.0
"SEQ(F, E)",13652,0.0
"SEQ(F, E)",13653,0.0
"SEQ(F, E)",13654,0.0
"SEQ(F, E)",13655,0.0
"SEQ(F, E)",13656,0.0
"SEQ(F, E)",13657,0.0
"SEQ(F, E)",13658,0.0
"SEQ(F, E)",13659,0.0
"SEQ(F, E)",13660,0.0
"SEQ(F, E)",13661,0.0
"SEQ(F, E)",13662,0.0
"SEQ(F, E)",13663,0.0
"SEQ(F, E)",13664,0.0
"SEQ(F, E)",13665,0.0
"SEQ(F, E)",13666,0.0
"SEQ(F, E)",13667,0.0
"SEQ(F, E)",13668,0.0
"SEQ(F, E)",13669,0.0
"SEQ(F, E)",13670,0.0
"SEQ(F, E)",13671,0.0
"SEQ(F, E)",13672,0.0
"SEQ(F, E)",13673,0.0
"SEQ(F, E)",13674,0.0
"SEQ(F, E)",13675,0.0
"SEQ(F, E)",13676,0.0
"SEQ(F, E)",13677,0.0
"SEQ(F, E)",13678,0.0
"SEQ(F, E)",13679,0.0
"SEQ(F, E)",13680,0.0
"SEQ(F, E)",13681,0.0
"SEQ(F, E)",13682,0.0
"SEQ(F, E)",13683,0.0
"SEQ(F, E)",13684,0.0
"SEQ(F, E)",13685,0.0
"SEQ(F, E)",13686,0.0
"SEQ(F, E)",13687,0.0
"SEQ(F, E)",13688,0.0
"SEQ(F, E)",13689,0.0
"SEQ(F, E)",13690,0.0
"SEQ(F, E)",13691,0.0
"SEQ(F, E)",13692,0.0
"SEQ(F, E)",13693,0.0
"SEQ(F, E)",13694,0.0
"SEQ(F, E)",13695,0.0
"SEQ(F, E)",13696,0.0
"SEQ(F, E)",13697,0.0
"SEQ(F, E)",13698,0.0
"SEQ(F, E)",13699,0.0
"SEQ(F, E)",13701,0.0
"SEQ(F, E)",13702,0.0
"SEQ(F, E)",13703,0.0
"SEQ(F, E)",13704,0.0
"SEQ(F, E)",13705,0.0
"SEQ(F, E)",13706,0.0
"SEQ(F, E)",13707,0.0
"SEQ(F, E)",13708,0.0
"SEQ(F, E)",13709,0.0
"SEQ(F, E)",13710,0.0
"SEQ(F, E)",13711,0.0
"SEQ(F, E)",13712,0.0
"SEQ(F, E)",13713,0.0
"SEQ(F, E)",13714,0.0
"SEQ(F, E)",13715,0.0
"SEQ(F, E)",13716,0.0
"SEQ(F, E)",13717,0.0
"SEQ(F, E)",13718,0.0
"SEQ(F, E)",13719,0.0
"SEQ(F, E)",13720,0.0
"SEQ(F, E)",13721,0.0
"SEQ(F, E)",13722,0.0
"SEQ(F, E)",13723,0.0
"SEQ(F, E)",13724,0.0
"SEQ(F, E)",13725,22.0
"SEQ(F, E)",13726,22.0
"SEQ(F, E)",13727,22.0
"SEQ(F, E)",13728,22.0
"SEQ(F, E)",13729,22.0
"SEQ(F, E)",13730,22.0
"SEQ(F, E)",13731,22.0
"SEQ(F, E)",13732,22.0
"SEQ(F, E)",13733,22.0
"SEQ(F, E)",13734,0.0
"SEQ(F, E)",13735,0.0
"SEQ(F, E)",13736,0.0
"SEQ(F, E)",13737,0.0
"SEQ(F, E)",13738,0.0
"SEQ(F, E)",13739,0.0
"SEQ(F, E)",13740,0.0
"SEQ(F, E)",13741,0.0
"SEQ(F, E)",13742,0.0
"SEQ(F, E)",13743,0.0
"SEQ(F, E)",13744,0.0
"SEQ(F, E)",13745,0.0
"SEQ(F, E)",13746,0.0
"SEQ(F, E)",13747,0.0
"SEQ(F, E)",13748,0.0
"SEQ(F, E)",13749,0.0
"SEQ(F, E)",13750,0.0
"SEQ(F, E)",13751,27.0
"SEQ(F, E)",13752,27.0
"SEQ(F, E)",13753,27.0
"SEQ(F, E)",13754,27.0
"SEQ(F, E)",13755,27.0
"SEQ(F, E)",13756,27.0
"SEQ(F, E)",13757,27.0
"SEQ(F, E)",13758,27.0
"SEQ(F, E)",13759,27.0
"SEQ(F, E)",13760,0.0
"SEQ(F, E)",13761,0.0
"SEQ(F, E)",13762,0.0
"SEQ(F, E)",13763,0.0
"SEQ(F, E)",13764,0.0
"SEQ(F, E)",13765,0.0
"SEQ(F, E)",13766,0.0
"SEQ(F, E)",13767,0.0
"SEQ(F, E)",13768,0.0
"SEQ(F, E)",13769,0.0
"SEQ(F, E)",13770,0.0
"SEQ(F, E)",13771,0.0
"SEQ(F, E)",13772,0.0
"SEQ(F, E)",13773,0.0
"SEQ(F, E)",13774,0.0
"SEQ(F, E)",13775,0.0
"SEQ(F, E)",13776,0.0
"SEQ(F, E)",13777,0.0
"SEQ(F, E)",13778,0.0
"SEQ(F, E)",13779,0.0
"SEQ(F, E)",13780,0.0
"SEQ(F, E)",13781,0.0
"SEQ(F, E)",13782,0.0
"SEQ(F, E)",13783,0.0
"SEQ(F, E)",13784,0.0
"SEQ(F, E)",13785,0.0
"SEQ(F, E)",13786,0.0
"SEQ(F, E)",13787,0.0
"SEQ(F, E)",13788,0.0
"SEQ(F, E)",13789,0.0
"SEQ(F, E)",13790,0.0
"SEQ(F, E)",13791,0.0
"SEQ(F, E)",13792,0.0
"SEQ(F, E)",13793,0.0
"SEQ(F, E)",13794,0.0
"SEQ(F, E)",13795,0.0
"SEQ(F, E)",13796,0.0
"SEQ(F, E)",13797,0.0
"SEQ(F, E)",13798,0.0
"SEQ(F, E)",13799,0.0
"SEQ(F, E)",13800,0.0
"SEQ(F, E)",13801,0.0
"SEQ(F, E)",13802,0.0
"SEQ(F, E)",13803,0.0
"SEQ(F, E)",13804,0.0
"SEQ(F, E)",13805,0.0
"SEQ(F, E)",13806,0.0
"SEQ(F, E)",13807,0.0
"SEQ(F, E)",13808,0.0
"SEQ(F, E)",13809,0.0
"SEQ(F, E)",13810,0.0
"SEQ(F, E)",13811,0.0
"SEQ(F, E)",13812,0.0
"SEQ(F, E)",13813,0.0
"SEQ(F, E)",13814,0.0
"SEQ(F, E)",13815,0.0
"SEQ(F, E)",13816,0.0
"SEQ(F, E)",13817,0.0
"SEQ(F, E)",13818,0.0
"SEQ(F, E)",13819,0.0
"SEQ(F, E)",13820,0.0
"SEQ(F, E)",13821,0.0
"SEQ(F, E)",13822,0.0
"SEQ(F, E)",13823,0.0
"SEQ(F, E)",13824,0.0
"SEQ(F, E)",13825,0.0
"SEQ(F, E)",13826,0.0
"SEQ(F, E)",13827,0.0
"SEQ(F, E)",13828,0.0
"SEQ(F, E)",13829,0.0
"SEQ(F, E)",13830,0.0
"SEQ(F, E)",13831,0.0
"SEQ(F, E)",13832,0.0
"SEQ(F, E)",13834,0.0
"SEQ(F, E)",13835,0.0
"SEQ(F, E)",13836,0.0
"SEQ(F, E)",13837,0.0
"SEQ(F, E)",13838,0.0
"SEQ(F, E)",13839,0.0
"SEQ(F, E)",13840,0.0
"SEQ(F, E)",13841,0.0
"SEQ(F, E)",13842,0.0
